data from new session is written from here:
Sun May  2 20:43:28 2021,102,222,216
Sun May  2 20:43:28 2021,102,222,216
Sun May  2 20:43:28 2021,101,349,100
Sun May  2 20:43:28 2021,-122,396,46
Sun May  2 20:43:28 2021,-109,251,229
Sun May  2 20:43:28 2021,-109,251,229
Sun May  2 20:43:28 2021,133,41,238
Sun May  2 20:43:28 2021,140,221,112
Sun May  2 20:43:28 2021,31,298,27
Sun May  2 20:43:28 2021,31,298,27
Sun May  2 20:43:28 2021,-268,391,176
Sun May  2 20:43:28 2021,-13,195,262
Sun May  2 20:43:28 2021,113,163,134
Sun May  2 20:43:28 2021,113,163,134
Sun May  2 20:43:28 2021,-1,210,26
Sun May  2 20:43:28 2021,-200,249,120
Sun May  2 20:43:28 2021,-77,314,285
Sun May  2 20:43:28 2021,-77,314,285
Sun May  2 20:43:28 2021,89,231,189
Sun May  2 20:43:28 2021,1,176,57
Sun May  2 20:43:28 2021,-60,148,66
Sun May  2 20:43:28 2021,-60,148,66
Sun May  2 20:43:28 2021,-132,110,258
Sun May  2 20:43:28 2021,17,269,221
Sun May  2 20:43:28 2021,17,269,221
Sun May  2 20:43:28 2021,54,283,91
Sun May  2 20:43:28 2021,-14,306,43
Sun May  2 20:43:28 2021,-4,112,222
Sun May  2 20:43:28 2021,-4,112,222
Sun May  2 20:43:28 2021,39,122,246
Sun May  2 20:43:28 2021,138,262,125
Sun May  2 20:43:28 2021,29,267,49
Sun May  2 20:43:28 2021,29,267,49
Sun May  2 20:43:28 2021,-87,310,158
Sun May  2 20:43:28 2021,122,20,226
Sun May  2 20:43:28 2021,124,57,138
Sun May  2 20:43:28 2021,124,57,138
Sun May  2 20:43:28 2021,62,324,84
Sun May  2 20:43:28 2021,-142,378,108
Sun May  2 20:43:28 2021,-142,378,108
Sun May  2 20:43:28 2021,-49,284,265
Sun May  2 20:43:28 2021,237,136,186
Sun May  2 20:43:28 2021,97,207,61
Sun May  2 20:43:28 2021,97,207,61
Sun May  2 20:43:28 2021,-40,278,49
Sun May  2 20:43:28 2021,-202,299,274
Sun May  2 20:43:28 2021,39,172,229
Sun May  2 20:43:28 2021,39,172,229
Sun May  2 20:43:28 2021,131,150,95
Sun May  2 20:43:28 2021,-49,332,39
Sun May  2 20:43:28 2021,-49,332,39
Sun May  2 20:43:28 2021,-187,176,196
Sun May  2 20:43:28 2021,36,215,221
Sun May  2 20:43:28 2021,71,335,151
Sun May  2 20:43:28 2021,71,335,151
Sun May  2 20:43:28 2021,-39,241,32
Sun May  2 20:43:28 2021,-103,237,144
Sun May  2 20:43:28 2021,0,99,248
Sun May  2 20:43:28 2021,0,99,248
Sun May  2 20:43:28 2021,95,103,170
Sun May  2 20:43:28 2021,20,210,84
Sun May  2 20:43:28 2021,-169,276,109
